,location,tweetcreatedts,clean_tweet,vader_score,vader_sentiment_label,sentiment
2096,"Manchester, England",2020-05-22 16:55:08,"Worrying During #Covid19. If feeling anxious stressed, stop write thinking. Once identified thought, challenge it. Ask yourself: thought true? What evidence thought? #mentalhealth @camhfoundation #anxiety #stress",-0.8053,-1,negative
2097,"London, England",2020-05-22 16:54:47,"Following extension UK #Coronavirus lockdown extended FREE access My Internal World 21st June. Get free #EmotionalHealth support next 2 months. No contract, payment details, catch. #Stress #MentalHealth https://t.co/fsDNbRjhEa",0.7213,1,positive
2098,Europe/USA/Global,2020-05-22 16:53:30,@ompsychiatrist @IndianPsychiat1 @DrMrugeshVaish1 @PrakritiP @tssrao19 @tulasirehab @amritbakhshy @AllenFrancesMD @srinivasaiims @Shrink_enstein important event global issue #SMI #COVID19 #mentalillness #WorldSchizophreniaDay #geopsychiatry,0.2023,1,positive
2099,,2020-05-22 16:49:38,"Kids frustrated right now—with good reason. To help manage anger, see latest piece @educationweek. #helpstudentsthrive #COVID19 #StayHome #anger #coronavirus #teachers #stress https://t.co/4UVV0eDy9C",-0.8402,-1,negative
2100,"Culver City, CA",2020-05-22 16:48:37,Remember #Blessed are! #JoyTrain #Joy #Love #Stress #Kindness #Quote #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #CoronaVirus #COVID19 #COVID-19 #FF #FridayFeeling #FridayMorning #FridayThoughts #FridayMotivation RT @coachmekat https://t.co/bIxjW9oTdG,0.9245,1,positive
2101,"Austin, Texas",2020-05-22 16:42:49,Kids Are So Over Zoom. Here's What To Do About It https://t.co/5lYTEVkzkL #COVID19 #COVIDー19 #coronavirus #ZoomFatigue #zoom @tasanet @AustinAABE @EdAustin_TX @TexasAFT #TxEd #TxLege #TeacherAppreciationWeek #TeacherStrong #kidscantwait #kids #depression https://t.co/27WxWuoIzx,-0.5719,-1,negative
2102,"Scotland, United Kingdom",2020-05-22 16:40:36,A nice slice justified vitriol Delingpole. #coronavirus #economy #depression https://t.co/CdTbJ1qf3W,0.2023,1,positive
2103,"Cambridge, MA ",2020-05-22 16:31:09,The chronic stress coronavirus affecting mental health. Here's exercise help | via ⁦@ConversationUS⁩ #stress #coronavirus #exercise #mentalhealth https://t.co/m0aCC25tZo,-0.4404,-1,negative
2104,Canada,2020-05-22 16:26:01,"Worrying During #Covid19. If feeling anxious stressed, stop write thinking. Once identified thought, challenge it. Ask yourself: thought true? What evidence thought? #mentalhealth @camhfoundation #anxiety #stress",-0.8053,-1,negative
2105,,2020-05-22 16:25:04,"Suicides On Rise Amid Stay-At-Home Order, Bay Area Medical Professionals Say https://t.co/8WnUBwReC1 #MentalHealth #Covid19 #Suicide #Anxiety #Depression #Coronavirus",-0.872,-1,negative
2106,,2020-05-22 16:23:26,"Next #EducationMatters: My wife, @Sherry_Ann_ talks @DrLaurenGrodin, Pediatric Psychologist, manage #stress set reasonable goals kids #COVID19. https://t.co/d4hDrmpprY #HomeLearning #Kids #GoalSetting",-0.4215,-1,negative
2107,Canada 🇨🇦,2020-05-22 16:19:35,"Worrying During #Covid19. If feeling anxious stressed, stop write thinking. Once identified thought, challenge it. Ask yourself: thought true? What evidence thought? #mentalhealth @camhfoundation #anxiety #stress",-0.8053,-1,negative
2108,"Cork, Ireland",2020-05-22 16:16:43,A Message Catherine Maguire #covid19 #stress #parenting #babies &amp; #toddlers #childdevelopment #attachment https://t.co/X1NAQPnAFj via @YouTube,-0.1531,-1,negative
2109,"Santa Cruz, CA",2020-05-22 16:15:22,GOTG: The Iceberg Underneath #family #coronavirus #stress #grateful #BhivePower https://t.co/QfFm3NJ3Ri https://t.co/xFhiYCFr4t,0.0516,1,positive
2110,NYC,2020-05-22 16:15:10,Powerful #Stress #Anxiety Reduction Techniques During Outbreak Like #Coronavirus https://t.co/uOzOrL2n45 https://t.co/Ye3MiOyeO8,0.2023,1,positive
2111,"Iran,Tehran & The Persian Gulf",2020-05-22 16:05:10,Remember #Blessed are! #JoyTrain #Joy #Love #Stress #Kindness #Quote #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #CoronaVirus #COVID19 #COVID-19 #FF #FridayFeeling #FridayMorning #FridayThoughts #FridayMotivation RT @coachmekat https://t.co/bIxjW9oTdG,0.9245,1,positive
2112,,2020-05-22 16:04:12,No. But depression causes suffering COVID-19 https://t.co/m7ZtWnxXXl likewise medically eradicated: https://t.co/SfIa1tJvFO #depression #mentalhealth #coronavirus,-0.9455,-1,negative
2113,"Dallas, TX",2020-05-22 16:04:01,"#COVID-19 leading instances #anxiety #depression, take comfort fact people increasingly willing seek treatment. As stress #coronavirus mounts, #stigma mental-health issues may easing. https://t.co/nXlNt6NJBc",-0.5719,-1,negative
2114,Walden,2020-05-22 16:03:47,No. But depression causes suffering COVID-19 https://t.co/m7ZtWnxXXl likewise medically eradicated: https://t.co/SfIa1tJvFO #depression #mentalhealth #coronavirus,-0.9455,-1,negative
2115,,2020-05-22 16:03:08,No. But depression causes suffering COVID-19 https://t.co/m7ZtWnxXXl likewise medically eradicated: https://t.co/SfIa1tJvFO #depression #mentalhealth #coronavirus,-0.9455,-1,negative
2116,,2020-05-22 16:00:23,"May #MentalHealthMonth, &amp; want recognize unique position #frontline workers face amid #COVID19 &amp; toll takes mental wellness. We gathered resources help coping #stress, #anxiety, #trauma, #grief #pandemic: https://t.co/5wEFBTHvop https://t.co/rhHTnjbMvA",-0.5574,-1,negative
2117,,2020-05-22 16:00:01,"W: https://t.co/DtxgVsRPJi Join Webinar Mental Health &amp; Psychiatry scheduled August 19, 2020 09:00 AM GMT +4. For query reach us Whatsapp: +44 748 0725 689 #psychiatry #mentalhealth #humanresilience #BrainDamage #COVID19 #stress #anxiety #depression https://t.co/IpdiknxoGU",-0.7096,-1,negative
2118,Über Cool Home Counties-Europe,2020-05-22 15:59:03,"@Good Mourning” #America! 100,000 #COVID19 dead Americans peacetime 40 million unemployed! It’s worse 1930s #depression. America, thank person responsible here: ➡️ .@realDonaldTrump https://t.co/xxj8UrAZRz",-0.4184,-1,negative
2119,Brighton UK,2020-05-22 15:55:12,No. But depression causes suffering COVID-19 https://t.co/m7ZtWnxXXl likewise medically eradicated: https://t.co/SfIa1tJvFO #depression #mentalhealth #coronavirus,-0.9455,-1,negative
2120,,2020-05-22 15:48:18,San Francisco area doctors say they’ve seen deaths suicide coronavirus lockdown #tyranny #coronavirus #lies #NWO #controlavirus #depression https://t.co/rkIfVNEpFX,-0.9001,-1,negative
2121,Florida,2020-05-22 15:45:52,"Next #EducationMatters: My wife, @Sherry_Ann_ talks @DrLaurenGrodin, Pediatric Psychologist, manage #stress set reasonable goals kids #COVID19. https://t.co/d4hDrmpprY #HomeLearning #Kids #GoalSetting",-0.4215,-1,negative
2122,California,2020-05-22 15:36:42,San Francisco area doctors say they’ve seen deaths suicide coronavirus lockdown #tyranny #coronavirus #lies #NWO #controlavirus #depression https://t.co/rkIfVNEpFX,-0.9001,-1,negative
2123,Jasper Alberta,2020-05-22 15:34:32,Parents may notice #Covid_19 added #stress teenagers usually feel. Empathy one strategy helps mitigate stress. There 3 kinds empathy - valuable. @micheleborba explains. https://t.co/i6bmUrpCoQ,0.0258,0,neutral
2124,,2020-05-22 15:33:01,Remember #Blessed are! #JoyTrain #Joy #Love #Stress #Kindness #Quote #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #CoronaVirus #COVID19 #COVID-19 #FF #FridayFeeling #FridayMorning #FridayThoughts #FridayMotivation RT @coachmekat https://t.co/bIxjW9oTdG,0.9245,1,positive
2125,,2020-05-22 15:30:42,"Watch ""child depression"". It could difficult detect cure COVID-19. Fortunately, FamiSafe app detect unhealthy digital content, mean words social media, help parents take actions asap🙏. #depression #parenting #famisafe https://t.co/SrS8A7TKu6",-0.891,-1,negative
2126,,2020-05-22 15:27:13,"Hi, name Angela. I Chile I 18 years old I want get rid stress caused quarantine write feelings days house. #FirstTweet #Quarantine #coronavirus #stress #House",-0.6486,-1,negative
2127,Bremen,2020-05-22 15:25:12,"Kids frustrated right now—with good reason. To help manage anger, see latest piece @educationweek. #helpstudentsthrive #COVID19 #StayHome #anger #coronavirus #teachers #stress https://t.co/4UVV0eDy9C",-0.8402,-1,negative
2128,SW Florida,2020-05-22 15:14:53,"This month #MentalHealthAwarenessMonth Please reach need, #CallBeforeYouFall #resist #COVID19 #mentalhealth #SuicidePrevention #depression #Emotions #anxiety #loneliness #Nervousbreakdown https://t.co/SQAPNYG8Ma",-0.7003,-1,negative
2129,"Fort Lauderdale, FL",2020-05-22 15:11:42,"Next #EducationMatters: My wife, @Sherry_Ann_ talks @DrLaurenGrodin, Pediatric Psychologist, manage #stress set reasonable goals kids #COVID19. https://t.co/d4hDrmpprY #HomeLearning #Kids #GoalSetting",-0.4215,-1,negative
2130,New York City,2020-05-22 15:10:16,FDR understood much fear us good all. #depression #Covid_19 https://t.co/sJdV12a6Jm,-0.6124,-1,negative
2131,,2020-05-22 15:09:04,Feeling like stuck Stephen King novel? Here's cope #Stress transform Life! #COVID 19 Era Gift Shift https://t.co/835QB9LjW9,0.5707,1,positive
2132,9776 Bonita Beach Rd. SE ,2020-05-22 15:03:56,Growing concern mental health coronavirus frontline workers. #FrontLineHeroes #FridayFeeling #FridayVibes #coronavirus #COVIDー19 #ladohealinginstitute #depression #PTSD #mentalhealth #Workers #frontlineworkers #EndTheStigma #CommunityHeroes https://t.co/9jzV21LVuV https://t.co/TG0y6EKOfF,-0.4588,-1,negative
2133,Pennsylvania,2020-05-22 15:00:30,Remember #Blessed are! #JoyTrain #Joy #Love #Stress #Kindness #Quote #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #CoronaVirus #COVID19 #COVID-19 #FF #FridayFeeling #FridayMorning #FridayThoughts #FridayMotivation RT @coachmekat https://t.co/bIxjW9oTdG,0.9245,1,positive
2134,Global,2020-05-22 15:00:00,Remember #Blessed are! #JoyTrain #Joy #Love #Stress #Kindness #Quote #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #CoronaVirus #COVID19 #COVID-19 #FF #FridayFeeling #FridayMorning #FridayThoughts #FridayMotivation RT @coachmekat https://t.co/bIxjW9oTdG,0.9245,1,positive
2135,"London, United Kingdom",2020-05-22 14:59:35,A nice slice justified vitriol Delingpole. #coronavirus #economy #depression https://t.co/CdTbJ1qf3W,0.2023,1,positive
2136,,2020-05-22 14:58:33,May Mental Health Month!❤ #mentalhealth #mentalhealthawareness #anxiety #selfcare #depression #selflove #love #health #mentalhealthmatters #mentalillness #mindfulness #healing #covid #fitness #psychology #recovery #wellbeing #life #loveyoursel #inspiration #happiness #may https://t.co/9A5t2bYCdM,0.8478,1,positive
2137,ladakh,2020-05-22 14:57:49,"Amid lockdown due #COVID19, mental health related issues #stress #anxiety become part life. Once restrictions over, fly #Ladakh, known #serenity #NaturalBeauty, beat blues. PC: @stanzinkhakyab #phugtal #zanskar #monastery https://t.co/GeypPwipFA",-0.5423,-1,negative
2138,Toronto,2020-05-22 14:56:09,Two developments: 1. I'm starting get randomly irritated reasons I cannot see LOL &amp; people I love. 2. Since I've reached turning point #depression I've become one annoyingly positive &amp; optimistic people. 😐 Not sure that! #covid19 https://t.co/Pe2W4KBqFd,-0.0845,-1,negative
2139,Philadelphia,2020-05-22 14:55:02,"Kids frustrated right now—with good reason. To help manage anger, see latest piece @educationweek. #helpstudentsthrive #COVID19 #StayHome #anger #coronavirus #teachers #stress https://t.co/4UVV0eDy9C",-0.8402,-1,negative
2140,Italy,2020-05-22 14:48:47,"https://t.co/qc9aBk7Z20 The latest article aimed assess psychiatric neuropsychiatric presentations SARS, MERS, COVID-19. #mentalhealth #depression #anxiety #fatigue #InvestEUresearch @GamianE @EU_H2020",-0.7506,-1,negative
2141,"West Region, Singapore",2020-05-22 14:46:54,"Kids frustrated right now—with good reason. To help manage anger, see latest piece @educationweek. #helpstudentsthrive #COVID19 #StayHome #anger #coronavirus #teachers #stress https://t.co/4UVV0eDy9C",-0.8402,-1,negative
2142,"Orange County, California",2020-05-22 14:46:33,"Kids frustrated right now—with good reason. To help manage anger, see latest piece @educationweek. #helpstudentsthrive #COVID19 #StayHome #anger #coronavirus #teachers #stress https://t.co/4UVV0eDy9C",-0.8402,-1,negative
2143,,2020-05-22 14:45:27,"So, know, Christians terrible helping time grief YEARS BEFORE #Coronavirus pandemic (and awful), I zero confidence help mourners _now_. https://t.co/jowSbM00v9 #Covid19 #Mourning #Grieving #Depression #Loss #Grief",-0.9601,-1,negative
2144,London,2020-05-22 14:45:06,Invitation participate important decision making. Please share 👍🏾#MentalHealthAwareness #prevention #earlyintervention #mentalillness #haveyoursay! #Covid_19 #lockdown @MaudsleyNHS @acamh @CentreforMH @camhs @CroydonBMEForum @CroydonVA @Croydon_Drop_In https://t.co/bCRNp4K9SV,0.68,1,positive
2145,"Cos Cob, CT",2020-05-22 14:43:26,Senior Connections Matter. GFM connecting Nursing Home residents family/loved ones. #nursinghomes #longtermcare #agingparents #isolation #depression #loneliness #lovedones #connection #technology #COVID19 #family #eldercare #qualitycare #dementia https://t.co/Timm8J84Fm,-0.8442,-1,negative
2146,"Philadelphia, PA",2020-05-22 14:42:01,"Kids frustrated right now—with good reason. To help manage anger, see latest piece @educationweek. #helpstudentsthrive #COVID19 #StayHome #anger #coronavirus #teachers #stress https://t.co/4UVV0eDy9C",-0.8402,-1,negative
2147,,2020-05-22 14:40:51,A nice slice justified vitriol Delingpole. #coronavirus #economy #depression https://t.co/CdTbJ1qf3W,0.2023,1,positive
2148,"San Antonio, TX",2020-05-22 14:34:57,Thank bringing awareness. #coronavirus #depression #anxiety #love #peace https://t.co/vRDQt449df,0.7003,1,positive
2149,,2020-05-22 14:33:44,"This month #MentalHealthAwarenessMonth Please reach need, #CallBeforeYouFall #resist #COVID19 #mentalhealth #SuicidePrevention #depression #Emotions #anxiety #loneliness #Nervousbreakdown https://t.co/SQAPNYG8Ma",-0.7003,-1,negative
2150,São Paulo - Brasil,2020-05-22 14:33:19,⁦@APA⁩ Stress AmericaTM Report: High #Stress Related #Coronavirus New Normal Many Parents https://t.co/ookuWy9cVR,-0.6808,-1,negative
2151,"Chicago, IL",2020-05-22 14:31:33,⁦@APA⁩ Stress AmericaTM Report: High #Stress Related #Coronavirus New Normal Many Parents https://t.co/ookuWy9cVR,-0.6808,-1,negative
2152,"Vermont, USA",2020-05-22 14:30:42,#Parenting &amp; child expert @MicheleBorba sat @HodaAndJenna &amp; shared tips relieving #stress parents &amp; kids #COVID19. Here tips battling burnout &amp; stress #families: https://t.co/9EFW0ZPHjM,-0.4215,-1,negative
2153,"Doncaster, England",2020-05-22 14:29:04,"If you’re experiencing #depression, #anxiety common #mentalhealth problems, take look poster details contact #Doncaster IAPT team. #mentalhealthawarenessweek #Doncasterisgreat #NHS #COVID19 #MentalHealthAwarenessWeek2020 https://t.co/YxhEf0Cex8",-0.7964,-1,negative
2154,,2020-05-22 14:23:11,Is Coronavirus harming mental health? Take quiz find out. #COVID #COVIDー19 #MentalHealthAwarenessMonth #mentalhealth #coronavirus #stress #anxiety https://t.co/r2diTe1v8O https://t.co/SIQa6CoQqA,-0.7964,-1,negative
2155,West Sussex,2020-05-22 14:20:53,"Supporting #Emotional #Wellbeing throughout organisation. #Stress, #doubt, #anxiety contagious #COVID-19 itself. Read helpful resource supporting wellbeing. https://t.co/kX7r4LZBKf https://t.co/4yQ1UI0UBC",0.2023,1,positive
2156,United States,2020-05-22 14:18:08,A #shoutout Tatiana courage speak steps life following #MentalIllness diagnosis: https://t.co/K5wupEsI8n A message hope facing hardship #covid19. 💛 #BreakTheSilence #SpeakUpSpeakOut https://t.co/pM67YNCZ8F,0.5859,1,positive
2157,"California, USA",2020-05-22 14:17:38,"This month #MentalHealthAwarenessMonth Please reach need, #CallBeforeYouFall #resist #COVID19 #mentalhealth #SuicidePrevention #depression #Emotions #anxiety #loneliness #Nervousbreakdown https://t.co/SQAPNYG8Ma",-0.7003,-1,negative
2158,"Armonk, NY",2020-05-22 14:13:19,The Republicans especially Mitch McConnell badly underestimating damage COVID-19 brought economy. They also blind Trump’s incompetence. They face election sweep Republicans power similar Hoover’s defeat 1932. #Depression,-0.9599,-1,negative
2159,"Miami, FL",2020-05-22 14:12:25,"According CDC, 1 9 women experience symptoms postpartum depression. Adding stress COVID-19 pandemic creates even challenges new mothers time. #postpartumdepression #postpartumanxiety #postpartum #motherhood #depression #mentalhealth https://t.co/NO1LBZAZ3G",-0.8316,-1,negative
2160,"March Madness, USA",2020-05-22 14:11:57,"Statistics necessary substantiate bad service retail, &amp; March stats, nearly June. #Sad. #Covid_19 #RetailSales #depression https://t.co/UJaAH4Lj5E",-0.8834,-1,negative
2161,"Orange County, California",2020-05-22 14:06:28,⁦@APA⁩ Stress AmericaTM Report: High #Stress Related #Coronavirus New Normal Many Parents https://t.co/ookuWy9cVR,-0.6808,-1,negative
2162,,2020-05-22 14:03:15,"According CDC, 1 9 women experience symptoms postpartum depression. Adding stress COVID-19 pandemic creates even challenges new mothers time. #postpartumdepression #postpartumanxiety #postpartum #motherhood #depression #mentalhealth https://t.co/NO1LBZAZ3G",-0.8316,-1,negative
